HMDB	KEGG
HMDB0250145	C11041
HMDB0250146	C10979
HMDB0250194	C00919
HMDB0250201	C18515
HMDB0250205	C13778
HMDB0250216	C14222
HMDB0250217	C10030
HMDB0250218	C10314
HMDB0250227	C13761
HMDB0250275	C10033
HMDB0250276	C17785
HMDB0250329	C17934
HMDB0250338	C18951
HMDB0250340	C18576
HMDB0250341	C13700
HMDB0250348	C11095
HMDB0250365	C11685
HMDB0250370	C18508
HMDB0250384	C13668
HMDB0250401	C11250
HMDB0250485	C16805
HMDB0250486	C18599
HMDB0250488	C11025
HMDB0250496	C16806
HMDB0250537	C19138
HMDB0250542	C11819
HMDB0250549	C09142
HMDB0250573	C20160
HMDB0250603	C01566
HMDB0250604	C14299
HMDB0250608	C18973
HMDB0250614	C18397
HMDB0250616	C18974
HMDB0250636	C18780
HMDB0250675	C16267
HMDB0250696	C18456
HMDB0250712	C01420
HMDB0250738	C07538
HMDB0250761	C00738
HMDB0250763	C00768
HMDB0250769	C01718
HMDB0250791	C02057
HMDB0250803	C01536
HMDB0250806	C16436
HMDB0250838	C10996
HMDB0250858	C09216
HMDB0250885	C18457
HMDB0250897	C06637
HMDB0250898	C06642
HMDB0250912	C14368
HMDB0250928	C15494
HMDB0250930	C10935
HMDB0250959	C08741
HMDB0250961	C06556
HMDB0250978	C13688
HMDB0250981	C02240
HMDB0250995	C18655
HMDB0251013	C16951
HMDB0251050	C18417
HMDB0251055	C10056
HMDB0251074	C13763
HMDB0251090	C11236
HMDB0251124	C18781
HMDB0251126	C19028
HMDB0251145	C05360
HMDB0251153	C19387
HMDB0251159	C14325
HMDB0251162	C14289
HMDB0251164	C07729
HMDB0251165	C20125
HMDB0251172	C14253
HMDB0251173	C19143
HMDB0251180	C18597
HMDB0251188	C19395
HMDB0251200	C14292
HMDB0251202	C11020
HMDB0251205	C11235
HMDB0251207	C14301
HMDB0251209	C10660
HMDB0251210	C06313
HMDB0251213	C14529
HMDB0251214	C14686
HMDB0251216	C14411
HMDB0251217	C14505
HMDB0251233	C18446
HMDB0251240	C14706
HMDB0251244	C19150
HMDB0251245	C14689
HMDB0251254	C16807
HMDB0251255	C18459
HMDB0251256	C07871
HMDB0251259	C11234
HMDB0251262	C18549
HMDB0251285	C14575
HMDB0251287	C14504
HMDB0251299	C05475
HMDB0251315	C15570
HMDB0251351	C14578
HMDB0251352	C15221
HMDB0251353	C14577
HMDB0251359	C03113
HMDB0251367	C17930
HMDB0251374	C10987
HMDB0251377	C18499
HMDB0251379	C14326
HMDB0251388	C11233
HMDB0251405	C04022
HMDB0251410	C19118
HMDB0251412	C18388
HMDB0251427	C14227
HMDB0251439	C14283
HMDB0251441	C14300
HMDB0251443	C18698
HMDB0251480	C06496
HMDB0251486	C18400
HMDB0251497	C18428
HMDB0251511	C02385
HMDB0251512	C16438
HMDB0251514	C06682
HMDB0251515	C00736
HMDB0251519	C12110
HMDB0251528	C16435
HMDB0251530	C00725
HMDB0251547	C10922
HMDB0251566	C13831
HMDB0251639	C10337
HMDB0251659	C11593
HMDB0251662	C13776
HMDB0251697	C13008
HMDB0251751	C09154
HMDB0251767	C10342
HMDB0251802	C18982
HMDB0251835	C11773
HMDB0251870	C14434
HMDB0251894	C11081
HMDB0251901	C19072
HMDB0251997	C18827
HMDB0251999	C14596
HMDB0252014	C18399
HMDB0252018	C18725
HMDB0252019	C18829
HMDB0252020	C18687
HMDB0252029	C18090
HMDB0252053	C19239
HMDB0252067	C20363
HMDB0252089	C01548
HMDB0252097	C07530
HMDB0252109	C18410
HMDB0252119	C18495
HMDB0252123	C18460
HMDB0252192	C18727
HMDB0252200	C06996
HMDB0252201	C18593
HMDB0252205	C14425
HMDB0252208	C14532
HMDB0252211	C11024
HMDB0252212	C11078
HMDB0252216	C18411
HMDB0252217	C18726
HMDB0252223	C19030
HMDB0252229	C18501
HMDB0252249	C00290
HMDB0252265	C11099
HMDB0252268	C18363
HMDB0252291	C15598
HMDB0252292	C00766
HMDB0252299	C13179
HMDB0252308	C18696
HMDB0252312	C18850
HMDB0252322	C18527
HMDB0252323	C11029
HMDB0252326	C18730
HMDB0252327	C14524
HMDB0252328	C18462
HMDB0252330	C18731
HMDB0252331	C13038
HMDB0252332	C18430
HMDB0252338	C18849
HMDB0252344	C11369
HMDB0252354	C19425
HMDB0252355	C07715
HMDB0252367	C15488
HMDB0252368	C18675
HMDB0252369	C06108
HMDB0252370	C11272
HMDB0252372	C11100
HMDB0252383	C11147
HMDB0252399	C10967
HMDB0252400	C07956
HMDB0252401	C07955
HMDB0252408	C18857
HMDB0252422	C10989
HMDB0252429	C18736
HMDB0252436	C18604
HMDB0252447	C18988
HMDB0252478	C13759
HMDB0252495	C16488
HMDB0252533	C18650
HMDB0252556	C10146
HMDB0252568	C13796
HMDB0252570	C13693
HMDB0252599	C13764
HMDB0252684	C10046
HMDB0252694	C10064
HMDB0252799	C05042
HMDB0252816	C07275
HMDB0252849	C03189
HMDB0252855	C20355
HMDB0252861	C10920
HMDB0252891	C01705
HMDB0252892	C19132
HMDB0252987	C15625
HMDB0252991	C15631
HMDB0252992	C15622
HMDB0252995	C15627
HMDB0252997	C15040
HMDB0253040	C18791
HMDB0253046	C11031
HMDB0253047	C04871
HMDB0253094	C14185
HMDB0253098	C18103
HMDB0253118	C11091
HMDB0253120	C19248
HMDB0253130	C18861
HMDB0253142	C19250
HMDB0253153	C10926
HMDB0253154	C08497
HMDB0253156	C13101
HMDB0253172	C10057
HMDB0253179	C05010
HMDB0253187	C07671
HMDB0253196	C11189
HMDB0253211	C03349
HMDB0253212	C10630
HMDB0253235	C05146
HMDB0253260	C14136
HMDB0253291	C12222
HMDB0253293	C02159
HMDB0253330	C10600
HMDB0253375	C10968
HMDB0253404	C18598
HMDB0253405	C18864
HMDB0253406	C18865
HMDB0253410	C17931
HMDB0253418	C05568
HMDB0253436	C17932
HMDB0253450	C10918
HMDB0253452	C19251
HMDB0253473	C10742
HMDB0253492	C15991
HMDB0253528	C13383
HMDB0253530	C18448
HMDB0253533	C07636
HMDB0253545	C08217
HMDB0253557	C18546
HMDB0253563	C19103
HMDB0253570	C11777
HMDB0253594	C19001
HMDB0253608	C20342
HMDB0253636	C01927
HMDB0253637	C00799
HMDB0253642	C17480
HMDB0253644	C13694
HMDB0253646	C16976
HMDB0253663	C02421
HMDB0253673	C16521
HMDB0253675	C20343
HMDB0253679	C06748
HMDB0253682	C11005
HMDB0253709	C18504
HMDB0253783	C07464
HMDB0253797	C09010
HMDB0253886	C15930
HMDB0253994	C19438
HMDB0254014	C16985
HMDB0254034	C05721
HMDB0254039	C11332
HMDB0254104	C13780
HMDB0254109	C11007
HMDB0254182	C11805
HMDB0254195	C18434
HMDB0254198	C03212
HMDB0254199	C01727
HMDB0254274	C13646
HMDB0254282	C02454
HMDB0254296	C07106
HMDB0254305	C10651
HMDB0254312	C07272
HMDB0254366	C18528
HMDB0254367	C18741
HMDB0254382	C07577
HMDB0254396	C08195
HMDB0254398	C18742
HMDB0254408	C14525
HMDB0254409	C18743
HMDB0254427	C11198
HMDB0254448	C10919
HMDB0254464	C02086
HMDB0254474	C06546
HMDB0254499	C18744
HMDB0254501	C10930
HMDB0254508	C10948
HMDB0254524	C11114
HMDB0254525	C19123
HMDB0254527	C14431
HMDB0254529	C18651
HMDB0254545	C11043
HMDB0254547	C18525
HMDB0254579	C19445
HMDB0254601	C19181
HMDB0254614	C02704
HMDB0254629	C18792
HMDB0254656	C20126
HMDB0254667	C19265
HMDB0254670	C16363
HMDB0254678	C10953
HMDB0254685	C14332
HMDB0254686	C07971
HMDB0254687	C14165
HMDB0254690	C10946
HMDB0254744	C19008
HMDB0254845	C20592
HMDB0254863	C18794
HMDB0254876	C19087
HMDB0254894	C03164
HMDB0254938	C16250
HMDB0254955	C08311
HMDB0254956	C19461
HMDB0254957	C19462
HMDB0254958	C19164
HMDB0255023	C19456
HMDB0255044	C20287
HMDB0255048	C06809
HMDB0255105	C11519
HMDB0255137	C02441
HMDB0255150	C20286
HMDB0255151	C03954
HMDB0255154	C17203
HMDB0255155	C11488
HMDB0255181	C14595
HMDB0255185	C02299
HMDB0255197	C19301
HMDB0255202	C19277
HMDB0255203	C19278
HMDB0255204	C14742
HMDB0255205	C19279
HMDB0255208	C19283
HMDB0255222	C06746
HMDB0255223	C14405
HMDB0255225	C13697
HMDB0255245	C19548
HMDB0255256	C19680
HMDB0255258	C20339
HMDB0255414	C12270
HMDB0255421	C11371
HMDB0255424	C14212
HMDB0255445	C14785
HMDB0255446	C16202
HMDB0255485	C13667
HMDB0255542	C11474
HMDB0255572	C10111
HMDB0255581	C13138
HMDB0255584	C13280
HMDB0255591	C10161
HMDB0255625	C19268
HMDB0255635	C14695
HMDB0255646	C01837
HMDB0255650	C19274
HMDB0255654	C19275
HMDB0255658	C06876
HMDB0255688	C13719
HMDB0255722	C10086
HMDB0255726	C12226
HMDB0255766	C13705
HMDB0255771	C13833
HMDB0255842	C19191
HMDB0255864	C14402
HMDB0255871	C14443
HMDB0255882	C17039
HMDB0255883	C18180
HMDB0255890	C18113
HMDB0255891	C18148
HMDB0255913	C07306
HMDB0255916	C01740
HMDB0255980	C12552
HMDB0255987	C06548
HMDB0255996	C11342
HMDB0256004	C07485
HMDB0256011	C18664
HMDB0256013	C18881
HMDB0256021	C19494
HMDB0256033	C02389
HMDB0256048	C18020
HMDB0256052	C02803
HMDB0256055	C19499
HMDB0256081	C10712
HMDB0256114	C12661
HMDB0256125	C14228
HMDB0256169	C11044
HMDB0256192	C18755
HMDB0256214	C07899
HMDB0256219	C18801
HMDB0256221	C11019
HMDB0256242	C18481
HMDB0256246	C18141
HMDB0256247	C19496
HMDB0256248	C14338
HMDB0256275	C01842
HMDB0256277	C18882
HMDB0256296	C13692
HMDB0256306	C16903
HMDB0256353	C19497
HMDB0256386	C17047
HMDB0256387	C07591
HMDB0256389	C13752
HMDB0256390	C11422
HMDB0256391	C03243
HMDB0256399	C07575
HMDB0256403	C12590
HMDB0256405	C18420
HMDB0256412	C14286
HMDB0256420	C14429
HMDB0256439	C02304
HMDB0256445	C02734
HMDB0256463	C18756
HMDB0256485	C03167
HMDB0256489	C02306
HMDB0256504	C14077
HMDB0256507	C07659
HMDB0256531	C14310
HMDB0256533	C01950
HMDB0256560	C19141
HMDB0256564	C10120
HMDB0256579	C18880
HMDB0256598	C11079
HMDB0256600	C18403
HMDB0256601	C15617
HMDB0256646	C10387
HMDB0256652	C06747
HMDB0256665	C13493
HMDB0256696	C10519
HMDB0256730	C18510
HMDB0256741	C09017
HMDB0256742	C09018
HMDB0256769	C14517
HMDB0256775	C10958
HMDB0256777	C11615
HMDB0256790	C10986
HMDB0256792	C18884
HMDB0256804	C14186
HMDB0256805	C18542
HMDB0256806	C11707
HMDB0256817	C14229
HMDB0256818	C19013
HMDB0256819	C18602
HMDB0256821	C14312
HMDB0256825	C11121
HMDB0256832	C14334
HMDB0256833	C07895
HMDB0256839	C11505
HMDB0256847	C14333
HMDB0256899	C07576
HMDB0256912	C07581
HMDB0256914	C07582
HMDB0256928	C10395
HMDB0256929	C09964
HMDB0256939	C18406
HMDB0256947	C00481
HMDB0256957	C18761
HMDB0256958	C18444
HMDB0256959	C12842
HMDB0256960	C18614
HMDB0256961	C18803
HMDB0256963	C18474
HMDB0256965	C03927
HMDB0256983	C18605
HMDB0256988	C18795
HMDB0257033	C11030
HMDB0257037	C18806
HMDB0257043	C18891
HMDB0257047	C06414
HMDB0257053	C18575
HMDB0257055	C18892
HMDB0257062	C18530
HMDB0257158	C11178
HMDB0257162	C10991
HMDB0257165	C12064
HMDB0257171	C13826
HMDB0257193	C17059
HMDB0257201	C07280
HMDB0257232	C11120
HMDB0257267	C14126
HMDB0257354	C10402
HMDB0257459	C18915
HMDB0257460	C11343
HMDB0257468	C11771
HMDB0257497	C11764
HMDB0257537	C11705
HMDB0258165	C17064
HMDB0258179	C19015
HMDB0258206	C05382
HMDB0258225	C02077
HMDB0258228	C07640
HMDB0258241	C15751
HMDB0258252	C08192
HMDB0258294	C11172
HMDB0258307	C13852
HMDB0258333	C10740
HMDB0258335	C10183
HMDB0258355	C15618
HMDB0258368	C11317
HMDB0258432	C11124
HMDB0258495	C08366
HMDB0258512	C02081
HMDB0258537	C16835
HMDB0258548	C11745
HMDB0258569	C08076
HMDB0258579	C12540
HMDB0258581	C06335
HMDB0258587	C18766
HMDB0258590	C14179
HMDB0258595	C10955
HMDB0258607	C19147
HMDB0258615	C13749
HMDB0258619	C19016
HMDB0258623	C11708
HMDB0258642	C10091
HMDB0258663	C15630
HMDB0258711	C13452
HMDB0258750	C19989
HMDB0258754	C19930
HMDB0258755	C07557
HMDB0258762	C18489
HMDB0258764	C18526
HMDB0258765	C11126
HMDB0258766	C18692
HMDB0258801	C18809
HMDB0258804	C11730
HMDB0258822	C19543
HMDB0258823	C18362
HMDB0258824	C19017
HMDB0258828	C18693
HMDB0258829	C18810
HMDB0258830	C18811
HMDB0258868	C07526
HMDB0258870	C14528
HMDB0258872	C03434
HMDB0258876	C18490
HMDB0258890	C18451
HMDB0258891	C19299
HMDB0258913	C07912
HMDB0258915	C18373
HMDB0258923	C19300
HMDB0258931	C19032
HMDB0258934	C02084
HMDB0258993	C10957
HMDB0258994	C19419
HMDB0258996	C19302
HMDB0259002	C16281
HMDB0259003	C16283
HMDB0259008	C15727
HMDB0259009	C11473
HMDB0259016	C18665
HMDB0259023	C17933
HMDB0259024	C18918
HMDB0259025	C14432
HMDB0259039	C11160
HMDB0259069	C13765
HMDB0259082	C11702
HMDB0259086	C11797
HMDB0259104	C12876
HMDB0259137	C01757
HMDB0259142	C11156
HMDB0259143	C11127
HMDB0259144	C18813
HMDB0259153	C19542
HMDB0259159	C18657
HMDB0259164	C14439
HMDB0259185	C07165
HMDB0259186	C11032
HMDB0259189	C18814
HMDB0259195	C07642
HMDB0259196	C07166
HMDB0259200	C18615
HMDB0259211	C14343
HMDB0259213	C18901
HMDB0259248	C18541
HMDB0259262	C14235
HMDB0259263	C14134
HMDB0259275	C14446
HMDB0259276	C14445
HMDB0259285	C11623
HMDB0259297	C02066
HMDB0259299	C15474
HMDB0259393	C11701
HMDB0259395	C14492
HMDB0259787	C09913
HMDB0259792	C19097
HMDB0259811	C10981
HMDB0259812	C14207
HMDB0259823	C19508
HMDB0259824	C17721
HMDB0259825	C19185
HMDB0259827	C14039
HMDB0259828	C19547
HMDB0259840	C09049
HMDB0259891	C10541
HMDB0259896	C06493
HMDB0259903	C07651
HMDB0259915	C11767
HMDB0259926	C13779
HMDB0259946	C20211
HMDB0260044	C01865
HMDB0260050	C13841
HMDB0260240	C15552
HMDB0260294	C03779
HMDB0260299	C19315
HMDB0300586	C01033
HMDB0301681	C10103
HMDB0301708	C01158
HMDB0301709	C12208
HMDB0301718	C10446
HMDB0301753	C02923
HMDB0301759	C08265
HMDB0301764	C09285
HMDB0301781	C03175
HMDB0301785	C04197
HMDB0301800	C16318
HMDB0301803	C04785
HMDB0301804	C01226
HMDB0301805	C04780
HMDB0301806	C18078
HMDB0301807	C17529
HMDB0301809	C16915
HMDB0301810	C16228
HMDB0301815	C06304
HMDB0301817	C01868
HMDB0301818	C02462
HMDB0301826	C06089
HMDB0301828	C18223
HMDB0301829	C11902
HMDB0301830	C04234
HMDB0301831	C08377
HMDB0301832	C08393
HMDB0301833	C08447
HMDB0301834	C08448
HMDB0301835	C08489
HMDB0301836	C08503
HMDB0301837	C08558
HMDB0301839	C08413
HMDB0301841	C08440
HMDB0301842	C08475
HMDB0301844	C09567
HMDB0301845	C09670
HMDB0301846	C10347
HMDB0301847	C08742
HMDB0301848	C09053
HMDB0301849	C09283
HMDB0301850	C10200
HMDB0301851	C09950
HMDB0301852	C09896
HMDB0301853	C09802
HMDB0301857	C09297
HMDB0301859	C09148
HMDB0301860	C08986
HMDB0301861	C08904
HMDB0301883	C16368
HMDB0301899	C16367
HMDB0301912	C11857
HMDB0301913	C00540
HMDB0301915	C17271
HMDB0301916	C16688
HMDB0301917	C12248
HMDB0301918	C16352
HMDB0301919	C08401
HMDB0301952	C17759
HMDB0301980	C01460
HMDB0301981	C01821
HMDB0301991	C16294
HMDB0302025	C18196
HMDB0302033	C20426
HMDB0302036	C16750
HMDB0302049	C08573
HMDB0302070	C17684
HMDB0302077	C02645
HMDB0302085	C12367
HMDB0302089	C16827
HMDB0302093	C10441
HMDB0302095	C18226
HMDB0302107	C19620
HMDB0302108	C17120
HMDB0302109	C12380
HMDB0302131	C17746
HMDB0302135	C17826
HMDB0302150	C09280
HMDB0302151	C12639
HMDB0302153	C10189
HMDB0302154	C15109
HMDB0302182	C17478
HMDB0302221	C08295
HMDB0302231	C18017
HMDB0302236	C11398
HMDB0302240	C16142
HMDB0302242	C17002
HMDB0302259	C16937
HMDB0302262	C11396
HMDB0302263	C16924
HMDB0302268	C09278
HMDB0302273	C08840
HMDB0302281	C19622
HMDB0302286	C08321
HMDB0302326	C08407
HMDB0302344	C10484
HMDB0302356	C16751
HMDB0302358	C10263
HMDB0302361	C10400
HMDB0302362	C10403
HMDB0302379	C01175
HMDB0302429	C14455
HMDB0302437	C10345
HMDB0302439	C08247
HMDB0302440	C10433
HMDB0302463	C02020
HMDB0302464	C16276
HMDB0302470	C20470
HMDB0302481	C17535
HMDB0302494	C11397
HMDB0302495	C11400
HMDB0302503	C20274
HMDB0302508	C09880
HMDB0302525	C09317
HMDB0302531	C16925
HMDB0302534	C09805
HMDB0302537	C16718
HMDB0302538	C03514
HMDB0302539	C17126
HMDB0302540	C08244
HMDB0302562	C14385
HMDB0302563	C07285
HMDB0302564	C05902
HMDB0302573	C09617
HMDB0302576	C19612
HMDB0302583	C04199
HMDB0302602	C10354
HMDB0302607	C16943
HMDB0302609	C09672
HMDB0302617	C09918
HMDB0302640	C03423
HMDB0302647	C10417
HMDB0302664	C11874
HMDB0302683	C02134
HMDB0302686	C09294
HMDB0302687	C09699
HMDB0302700	C09354
HMDB0302701	C09345
HMDB0302703	C09406
HMDB0302705	C09492
HMDB0302709	C09544
HMDB0302720	C16987
HMDB0302721	C08536
HMDB0302730	C10077
HMDB0302731	C17788
HMDB0302732	C17763
HMDB0302736	C10031
HMDB0302743	C16825
HMDB0302749	C09863
HMDB0302754	C00956
HMDB0302757	C20173
HMDB0302768	C02213
HMDB0302778	C08964
HMDB0302793	C03848
HMDB0302822	C02533
HMDB0302833	C00652
HMDB0302837	C10196
HMDB0302838	C18082
HMDB0302839	C18081
HMDB0302847	C10178
HMDB0302859	C07620
HMDB0302864	C09499
HMDB0302902	C06179
HMDB0302904	C08725
HMDB0302910	C04101
HMDB0302916	C16955
HMDB0302945	C09182
HMDB0302963	C19623
HMDB0302969	C13431
HMDB0302980	C09715
HMDB0303019	C00802
HMDB0303030	C06525
HMDB0303040	C10431
HMDB0303062	C17892
HMDB0303063	C17894
HMDB0303074	C08574
HMDB0303077	C00542
HMDB0303094	C04433
HMDB0303103	C09631
HMDB0303107	C14448
HMDB0303114	C09705
HMDB0303140	C08561
HMDB0303141	C08570
HMDB0303149	C12627
HMDB0303159	C17957
HMDB0303161	C00810
HMDB0303165	C12085
HMDB0303206	C18369
HMDB0303216	C11412
HMDB0303230	C08129
HMDB0303238	C09854
HMDB0303284	C18577
HMDB0303334	C10201
HMDB0303335	C10910
HMDB0303359	C06348
HMDB0303382	C17735
HMDB0303388	C10575
HMDB0303393	C11689
HMDB0303410	C13563
HMDB0303411	C12893
HMDB0303413	C13391
HMDB0303424	C13197
HMDB0303425	C13558
HMDB0303452	C11865
HMDB0303462	C17382
HMDB0303469	C18713
HMDB0303481	C08830
HMDB0303494	C10889
HMDB0303499	C09909
HMDB0303509	C07755
HMDB0303510	C12567
HMDB0303515	C19523
HMDB0303523	C12569
HMDB0303524	C13140
HMDB0303525	C13194
HMDB0303526	C08130
HMDB0303528	C13192
HMDB0303531	C13557
HMDB0303533	C12568
HMDB0303535	C13198
HMDB0303536	C19295
HMDB0303537	C18606
HMDB0303539	C12554
HMDB0303541	C12603
HMDB0303544	C12277
HMDB0303545	C12505
HMDB0303546	C13199
HMDB0303550	C08219
HMDB0303552	C08142
HMDB0303561	C20347
HMDB0303562	C20462
HMDB0303570	C04166
HMDB0303612	C10032
HMDB0303624	C11754
HMDB0303647	C12642
HMDB0303648	C12859
HMDB0303692	C18379
HMDB0303696	C18738
HMDB0303698	C16694
HMDB0303704	C02806
HMDB0303708	C08967
HMDB0303725	C17822
HMDB0303734	C19199
HMDB0303735	C14746
HMDB0303747	C18566
HMDB0303757	C10448
HMDB0303771	C00616
HMDB0303787	C12644
HMDB0303804	C16317
HMDB0303825	C11413
HMDB0303866	C02344
HMDB0303894	C10493
HMDB0303902	C01012
HMDB0303905	C06358
HMDB0303908	C19893
HMDB0303912	C09938
HMDB0303925	C10414
HMDB0303940	C13455
HMDB0303941	C10646
HMDB0303943	C01617
HMDB0303946	C10538
HMDB0303948	C16223
HMDB0303951	C05817
HMDB0303952	C03506
HMDB0303972	C19731
HMDB0303973	C14044
HMDB0303974	C14045
HMDB0303979	C17621
HMDB0303991	C00506
HMDB0303997	C01144
HMDB0303998	C05264
HMDB0304001	C02106
HMDB0304002	C20250
HMDB0304003	C20232
HMDB0304004	C04353
HMDB0304008	C12093
HMDB0304009	C07093
HMDB0304010	C15547
HMDB0304013	C15556
HMDB0304015	C19795
HMDB0304024	C19765
HMDB0304026	C11633
HMDB0304038	C04104
HMDB0304043	C18910
HMDB0304044	C01304
HMDB0304047	C15567
HMDB0304048	C16190
HMDB0304061	C11434
HMDB0304066	C13453
HMDB0304068	C00966
HMDB0304070	C15651
HMDB0304071	C12631
HMDB0304072	C16393
HMDB0304078	C17570
HMDB0304080	C05810
HMDB0304084	C11436
HMDB0304087	C02730
HMDB0304089	C03221
HMDB0304104	C07094
HMDB0304113	C05811
HMDB0304118	C02944
HMDB0304124	C04691
HMDB0304125	C01187
HMDB0304126	C04478
HMDB0304148	C19945
HMDB0304154	C02532
HMDB0304156	C05100
HMDB0304157	C05401
HMDB0304166	C11435
HMDB0304170	C11355
HMDB0304181	C16392
HMDB0304185	C04327
HMDB0304210	C00906
HMDB0304221	C05479
HMDB0304227	C01300
HMDB0304236	C01037
HMDB0304262	C15867
HMDB0304272	C07345
HMDB0304277	C11481
HMDB0304279	C00136
HMDB0304306	C08639
HMDB0304310	C17751
HMDB0304312	C00275
HMDB0304322	C01182
HMDB0304325	C05274
HMDB0304330	C18083
HMDB0304343	C00688
HMDB0304351	C04525
HMDB0304393	C03230
HMDB0304395	C00885
HMDB0304396	C16427
HMDB0304401	C01115
HMDB0304403	C01100
HMDB0304405	C02431
HMDB0304423	C15561
HMDB0304433	C04713
HMDB0304435	C00006
HMDB0304444	C05379
HMDB0304461	C07351
HMDB0304466	C01063
HMDB0304475	C04425
HMDB0304482	C01852
HMDB0304484	C18870
HMDB0304496	C00101
HMDB0304505	C04164
HMDB0304506	C16431
HMDB0304521	C00783
HMDB0304522	C15793
HMDB0304524	C17569
HMDB0304552	C08283
HMDB0304558	C11620
HMDB0304571	C10627
HMDB0304597	C14154
HMDB0304632	C00031
HMDB0304638	C14133
HMDB0304640	C06636
HMDB0304684	C08568
HMDB0304685	C08566
HMDB0304686	C19734
HMDB0304696	C12634
HMDB0304697	C08552
HMDB0304700	C06740
HMDB0304724	C08609
HMDB0304729	C08549
HMDB0304731	C10288
HMDB0304759	C04596
HMDB0304804	C11331
HMDB0304809	C00826
HMDB0304826	C07423
HMDB0304827	C18724
HMDB0304940	C06333
HMDB0304941	C12115
HMDB0304942	C12107
HMDB0304943	C02366
